graph,k,lr,alpha_ortho,epochs,shot,best_epoch,modularity,nmi,n_used,collapsed,time,error
lfr_n200_mu0.1,5,0.001,0.5,3000,46,1,0.014037134210879439,0.06062990886732109,5,False,7.806807994842529,
lfr_n200_mu0.1,5,0.001,0.1,10000,43,70,0.1955401864909587,0.16640467587967653,3,False,24.58409309387207,
lfr_n200_mu0.1,5,0.001,0.1,10000,44,9717,0.18963221702121322,0.303918161188465,2,False,25.407458782196045,
lfr_n200_mu0.1,5,0.001,0.1,10000,45,0,-0.013858246001103127,0.04611736836920939,5,False,24.261272192001343,
lfr_n200_mu0.1,5,0.001,0.1,10000,46,1,0.014037134210879439,0.06062990886732109,5,False,25.78984022140503,
lfr_n200_mu0.1,5,0.001,1.0,3000,43,7,0.01434087148372864,0.0791177230733157,5,False,7.451221942901611,
lfr_n200_mu0.1,5,0.001,1.0,3000,42,0,-0.017860403840133557,0.0322233688655236,5,False,7.500895023345947,
lfr_n200_mu0.1,5,0.001,1.0,3000,44,3,0.013461803640375055,0.02535067085693684,5,False,7.9922239780426025,
lfr_n200_mu0.1,5,0.001,0.5,10000,42,8,0.01249748438455005,0.04961425530525864,5,False,25.62566590309143,
lfr_n200_mu0.1,5,0.001,1.0,3000,46,1,0.014037134210879439,0.06062990886732109,5,False,8.064231872558594,
lfr_n200_mu0.1,5,0.001,1.0,3000,45,0,-0.013858246001103127,0.04611736836920939,5,False,8.114772081375122,
lfr_n200_mu0.1,5,0.001,0.5,10000,43,4,0.044533847140024764,0.0769362513304632,4,False,26.551004886627197,
lfr_n200_mu0.1,5,0.001,0.5,10000,45,0,-0.013858246001103127,0.04611736836920939,5,False,25.183953762054443,
lfr_n200_mu0.1,5,0.001,0.5,10000,44,3,0.013461803640375055,0.02535067085693684,5,False,26.847326040267944,
lfr_n200_mu0.1,5,0.001,0.5,10000,46,1,0.014037134210879439,0.06062990886732109,5,False,27.00694489479065,
lfr_n200_mu0.1,5,0.005,0.0,3000,42,13,0.0382611134300324,0.14253651410420215,4,True,8.517782926559448,
lfr_n200_mu0.1,5,0.005,0.0,3000,43,2,0.027620991786049705,0.0634285847404999,5,False,8.739895820617676,
lfr_n200_mu0.1,5,0.005,0.0,3000,44,15,0.05631950552317351,0.06126281418881594,2,False,7.783828020095825,
lfr_n200_mu0.1,5,0.005,0.0,3000,45,8,0.0029115919559935767,0.04159119279960903,4,True,7.147154092788696,
lfr_n200_mu0.1,5,0.005,0.0,3000,46,1,0.020485495147657365,0.07120104494720873,5,False,7.325098991394043,
lfr_n200_mu0.1,5,0.001,1.0,10000,42,0,-0.017860403840133557,0.0322233688655236,5,False,28.03593420982361,
lfr_n200_mu0.1,5,0.001,1.0,10000,43,7,0.01434087148372864,0.0791177230733157,5,False,26.38676404953003,
lfr_n200_mu0.1,5,0.001,1.0,10000,45,0,-0.013858246001103127,0.04611736836920939,5,False,25.91849994659424,
lfr_n200_mu0.1,5,0.001,1.0,10000,44,3,0.013461803640375055,0.02535067085693684,5,False,26.76661992073059,
lfr_n200_mu0.1,5,0.001,1.0,10000,46,1,0.014037134210879439,0.06062990886732109,5,False,26.731874227523804,
lfr_n200_mu0.1,5,0.005,0.0,10000,42,13,0.0382611134300324,0.14253651410420215,4,True,15.159929990768433,
lfr_n200_mu0.1,5,0.005,0.1,3000,42,1,0.014570537857217403,0.04950368443607521,5,False,7.718252658843994,
lfr_n200_mu0.1,5,0.005,0.1,3000,43,2,0.027620991786049705,0.0634285847404999,5,False,7.703118085861206,
lfr_n200_mu0.1,5,0.005,0.0,10000,44,15,0.05631950552317351,0.06126281418881594,2,False,12.040961027145386,
lfr_n200_mu0.1,5,0.005,0.1,3000,44,0,0.003194365766759609,0.038057776408903995,5,False,7.744477033615112,
lfr_n200_mu0.1,5,0.005,0.0,10000,43,2,0.027620991786049705,0.0634285847404999,5,False,14.232900142669678,
lfr_n200_mu0.1,5,0.005,0.0,10000,45,8,0.0029115919559935767,0.04159119279960903,4,True,13.567917108535767,
lfr_n200_mu0.1,5,0.005,0.0,10000,46,1,0.020485495147657365,0.07120104494720873,5,False,12.471781253814697,
lfr_n200_mu0.1,5,0.005,0.1,3000,45,0,-0.013858246001103127,0.04611736836920939,5,False,7.982428073883057,
lfr_n200_mu0.1,5,0.005,0.1,3000,46,1,0.020485495147657365,0.07120104494720873,5,False,7.967075824737549,
lfr_n200_mu0.1,5,0.005,0.1,10000,42,1,0.014570537857217403,0.04950368443607521,5,False,11.407106161117554,
lfr_n200_mu0.1,5,0.005,0.5,3000,42,0,-0.017860403840133557,0.0322233688655236,5,False,7.885823011398315,
lfr_n200_mu0.1,5,0.005,0.5,3000,43,2,0.027620991786049705,0.0634285847404999,5,False,7.754633903503418,
lfr_n200_mu0.1,5,0.005,0.5,3000,44,0,0.003194365766759609,0.038057776408903995,5,False,7.851629972457886,
lfr_n200_mu0.1,5,0.005,0.1,10000,45,0,-0.013858246001103127,0.04611736836920939,5,False,14.50470232963562,
lfr_n200_mu0.1,5,0.005,0.5,3000,45,0,-0.013858246001103127,0.04611736836920939,5,False,7.653432130813599,
lfr_n200_mu0.1,5,0.005,0.5,3000,46,0,0.0016127890162639137,0.046090163495014616,5,False,7.5478270053863525,
lfr_n200_mu0.1,5,0.005,0.1,10000,44,0,0.003194365766759609,0.038057776408903995,5,False,17.449405908584595,
lfr_n200_mu0.1,5,0.005,0.1,10000,43,2,0.027620991786049705,0.0634285847404999,5,False,18.405894994735718,
lfr_n200_mu0.1,5,0.005,0.1,10000,46,1,0.020485495147657365,0.07120104494720873,5,False,17.157960891723633,
lfr_n200_mu0.1,5,0.005,0.5,10000,42,0,-0.017860403840133557,0.0322233688655236,5,False,11.313417196273804,
lfr_n200_mu0.1,5,0.005,1.0,3000,42,0,-0.017860403840133557,0.0322233688655236,5,False,7.465909957885742,
lfr_n200_mu0.1,5,0.005,1.0,3000,43,0,-0.025418896557892676,0.028596094798130314,5,False,7.735850095748901,
lfr_n200_mu0.1,5,0.005,1.0,3000,44,0,0.003194365766759609,0.038057776408903995,5,False,7.6134068965911865,
lfr_n200_mu0.1,5,0.005,0.5,10000,44,0,0.003194365766759609,0.038057776408903995,5,False,12.211205005645752,
lfr_n200_mu0.1,5,0.005,0.5,10000,46,0,0.0016127890162639137,0.046090163495014616,5,False,11.840271949768066,
lfr_n200_mu0.1,5,0.005,0.5,10000,43,2,0.027620991786049705,0.0634285847404999,5,False,15.962593078613281,
lfr_n200_mu0.1,5,0.005,1.0,3000,45,0,-0.013858246001103127,0.04611736836920939,5,False,8.146218061447144,
lfr_n200_mu0.1,5,0.005,1.0,3000,46,0,0.0016127890162639137,0.046090163495014616,5,False,8.363098859786987,
lfr_n200_mu0.1,5,0.005,0.5,10000,45,0,-0.013858246001103127,0.04611736836920939,5,False,20.173197746276855,
lfr_n200_mu0.1,5,0.005,1.0,10000,42,0,-0.017860403840133557,0.0322233688655236,5,False,13.328016996383667,
lfr_n200_mu0.1,5,0.014,0.0,3000,42,637,0.2793935689688585,0.5227849971063353,2,False,8.60847783088684,
lfr_n200_mu0.1,5,0.014,0.0,3000,44,1,0.025160813046913484,0.07532661198975235,5,False,2.7288239002227783,
lfr_n200_mu0.1,5,0.014,0.0,3000,43,2,0.04099009033854594,0.04966569210312321,4,False,9.040024995803833,
lfr_n200_mu0.1,5,0.014,0.0,3000,45,3,0.00035172030828410476,0.020432650270349056,3,True,5.323940277099609,
lfr_n200_mu0.1,5,0.014,0.0,3000,46,1,0.017197492583593006,0.08051732429453226,5,False,4.136482238769531,
lfr_n200_mu0.1,5,0.005,1.0,10000,46,0,0.0016127890162639137,0.046090163495014616,5,False,15.310659170150757,
lfr_n200_mu0.1,5,0.005,1.0,10000,45,0,-0.013858246001103127,0.04611736836920939,5,False,15.856478929519653,
lfr_n200_mu0.1,5,0.005,1.0,10000,43,0,-0.025418896557892676,0.028596094798130314,5,False,18.975861072540283,
lfr_n200_mu0.1,5,0.014,0.0,10000,44,1,0.025160813046913484,0.07532661198975235,5,False,2.8213958740234375,
lfr_n200_mu0.1,5,0.014,0.0,10000,46,1,0.017197492583593006,0.08051732429453226,5,False,4.156142234802246,
lfr_n200_mu0.1,5,0.014,0.1,3000,42,89,0.2794382910213027,0.5022103119535903,2,False,3.818204879760742,
lfr_n200_mu0.1,5,0.014,0.0,10000,45,3,0.00035172030828410476,0.020432650270349056,3,True,5.294529914855957,
lfr_n200_mu0.1,5,0.014,0.1,3000,44,0,0.003194365766759609,0.038057776408903995,5,False,3.2182703018188477,
lfr_n200_mu0.1,5,0.005,1.0,10000,44,0,0.003194365766759609,0.038057776408903995,5,False,24.481239080429077,
lfr_n200_mu0.1,5,0.014,0.0,10000,43,2,0.04099009033854594,0.04966569210312321,4,False,9.238694906234741,
lfr_n200_mu0.1,5,0.014,0.1,3000,45,0,-0.013858246001103127,0.04611736836920939,5,False,2.9197208881378174,
lfr_n200_mu0.1,5,0.014,0.1,3000,46,0,0.0016127890162639137,0.046090163495014616,5,False,3.9989850521087646,
lfr_n200_mu0.1,5,0.014,0.1,10000,42,89,0.2794382910213027,0.5022103119535903,2,False,3.4337127208709717,
lfr_n200_mu0.1,5,0.014,0.1,3000,43,2,0.04099009033854594,0.04966569210312321,4,False,8.442043781280518,
lfr_n200_mu0.1,5,0.014,0.1,10000,44,0,0.003194365766759609,0.038057776408903995,5,False,2.6129040718078613,
lfr_n200_mu0.1,5,0.014,0.1,10000,45,0,-0.013858246001103127,0.04611736836920939,5,False,2.679396867752075,
lfr_n200_mu0.1,5,0.014,0.0,10000,42,637,0.2793935689688585,0.5227849971063353,2,False,14.094958066940308,
lfr_n200_mu0.1,5,0.014,0.1,10000,46,0,0.0016127890162639137,0.046090163495014616,5,False,3.97012996673584,
lfr_n200_mu0.1,5,0.014,0.5,3000,44,0,0.003194365766759609,0.038057776408903995,5,False,2.8861849308013916,
lfr_n200_mu0.1,5,0.014,0.5,3000,42,0,-0.017860403840133557,0.0322233688655236,5,False,3.917433261871338,
lfr_n200_mu0.1,5,0.014,0.5,3000,45,0,-0.013858246001103127,0.04611736836920939,5,False,2.939042091369629,
lfr_n200_mu0.1,5,0.014,0.5,10000,42,0,-0.017860403840133557,0.0322233688655236,5,False,3.8958029747009277,
lfr_n200_mu0.1,5,0.014,0.5,3000,43,0,-0.025418896557892676,0.028596094798130314,5,False,5.324848890304565,
lfr_n200_mu0.1,5,0.014,0.5,10000,44,0,0.003194365766759609,0.038057776408903995,5,False,2.6269350051879883,
lfr_n200_mu0.1,5,0.014,0.1,10000,43,2,0.04099009033854594,0.04966569210312321,4,False,8.969815015792847,
lfr_n200_mu0.1,5,0.014,0.5,10000,45,0,-0.013858246001103127,0.04611736836920939,5,False,2.576624870300293,
lfr_n200_mu0.1,5,0.014,0.5,3000,46,0,0.0016127890162639137,0.046090163495014616,5,False,6.4621498584747314,
lfr_n200_mu0.1,5,0.014,0.5,10000,43,0,-0.025418896557892676,0.028596094798130314,5,False,5.0768280029296875,
lfr_n200_mu0.1,5,0.014,1.0,3000,42,0,-0.017860403840133557,0.0322233688655236,5,False,3.1836390495300293,
lfr_n200_mu0.1,5,0.014,1.0,3000,44,0,0.003194365766759609,0.038057776408903995,5,False,2.5598878860473633,
lfr_n200_mu0.1,5,0.014,0.5,10000,46,0,0.0016127890162639137,0.046090163495014616,5,False,6.290204048156738,
lfr_n200_mu0.1,5,0.014,1.0,3000,46,0,0.0016127890162639137,0.046090163495014616,5,False,3.7930359840393066,
lfr_n200_mu0.1,5,0.014,1.0,3000,45,0,-0.013858246001103127,0.04611736836920939,5,False,4.570448875427246,
lfr_n200_mu0.1,5,0.014,1.0,10000,42,0,-0.017860403840133557,0.0322233688655236,5,False,3.3561389446258545,
lfr_n200_mu0.1,5,0.014,1.0,10000,44,0,0.003194365766759609,0.038057776408903995,5,False,2.642254114151001,
lfr_n200_mu0.1,5,0.014,1.0,3000,43,0,-0.025418896557892676,0.028596094798130314,5,False,7.354681015014648,
lfr_n200_mu0.1,5,0.014,1.0,10000,45,0,-0.013858246001103127,0.04611736836920939,5,False,4.367486953735352,
lfr_n200_mu0.1,5,0.014,1.0,10000,46,0,0.0016127890162639137,0.046090163495014616,5,False,3.4896328449249268,
lfr_n200_mu0.1,5,0.014,1.0,10000,43,0,-0.025418896557892676,0.028596094798130314,5,False,8.25666880607605,
